target_name,repeat,split_seed,model,feature,mean_abs_shap,n_shap_patients
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs3131520_C_0,0.14454282562831822,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs3131520_C_1,0.09124321175168632,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs3131520_C_2,0.07407623333548305,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs55993474_A_0,0.0,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs55993474_A_1,0.012672751365999912,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs55993474_A_2,0.08306050251296446,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs2375892_T_0,0.0670890411740786,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs2375892_T_1,0.10122219583813807,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs2375892_T_2,0.09153477098447228,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs10881263_G_0,0.21657699402668687,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs10881263_G_1,0.01591239742667054,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs10881263_G_2,0.08103696315409745,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs11102362_G_0,0.13475967951978213,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs11102362_G_1,0.03231501024435913,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs11102362_G_2,0.4081596867486281,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs16837903_G_0,0.0,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs16837903_G_1,0.05677674497734974,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs16837903_G_2,0.14740580952109283,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs11264306_A_0,0.15820818199748074,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs11264306_A_1,0.14220850085307687,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs11264306_A_2,0.04657799208057034,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs7547997_G_0,0.0,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs7547997_G_1,0.033221763417440084,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs7547997_G_2,0.22000051286487293,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs699240_T_0,0.06441208490358229,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs699240_T_1,0.08606624359277835,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs699240_T_2,0.5250415926708982,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs114064385_G_0,0.0,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs114064385_G_1,0.0,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs114064385_G_2,0.0,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs55682827_C_0,0.0,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs55682827_C_1,0.2574756028801522,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs55682827_C_2,0.3760091057700153,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs17019820_A_0,0.0,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs17019820_A_1,0.011003157862080167,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs17019820_A_2,0.042250174987520636,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs2577254_T_0,0.12571074236467042,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs2577254_T_1,0.7620478376060638,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs2577254_T_2,0.05525524140538127,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs12710674_C_0,0.0,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs12710674_C_1,0.064612531951901,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs12710674_C_2,0.16286895435785145,2000
NON FIBROTIC ILA ADJUDICATED,1,2006639513,genomic,rs77998999_A_0,0.0,2000
