target_name,repeat,split_seed,model,feature,mean_abs_shap,n_shap_patients
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs3131520_C_0,0.0,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs3131520_C_1,0.009282527015821388,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs3131520_C_2,0.13362772918660845,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs55993474_A_0,0.0,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs55993474_A_1,0.0016799533427851352,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs55993474_A_2,0.0005901155906020578,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs2375892_T_0,0.005300674698452032,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs2375892_T_1,0.0008019306355180532,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs2375892_T_2,0.013131504029476163,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs10881263_G_0,0.017116146160347415,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs10881263_G_1,0.20838187997849644,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs10881263_G_2,0.017786116581405616,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs11102362_G_0,0.00493524981281923,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs11102362_G_1,0.013191176255871108,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs11102362_G_2,0.03169245098637494,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs16837903_G_0,0.0,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs16837903_G_1,0.014836306427301767,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs16837903_G_2,0.155496145019176,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs11264306_A_0,0.0011051905385446278,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs11264306_A_1,0.03209268132863269,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs11264306_A_2,0.0,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs7547997_G_0,0.0,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs7547997_G_1,0.0021485282657584294,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs7547997_G_2,0.015615758094707225,246
FILD or FILA ADJUDICATED,1,1119663572,genomic,rs699240_T_0,0.02955697457860868,246
