feature,importance
rs11154034_T_0,0.08163307534263549
rs35705950.1_G_2,0.06760504203033946
rs7041597_T_1,0.05538224106573114
rs2726049_A_0,0.04658921976222345
rs2034650_A_1,0.03884751203467736
rs12446021_G_2,0.031393706822738524
rs664034_T_0,0.029138553343556483
rs2076295_T_0,0.026211363956357005
rs2353082_C_1,0.024602534609703724
rs1278769_G_1,0.02311178865012745
rs2071627_C_0,0.020207270657616714
rs1423029_A_2,0.019848201887180776
rs10842996_T_1,0.017836788046832735
rs34825924_G_1,0.017804433005804816
rs7942850_T_2,0.016934046334266657
rs35705950.1_G_1,0.01665258468432532
rs12975986_C_1,0.016231039581370142
rs1496725_A_0,0.015735442570050023
rs11680126_C_2,0.014701472483929718
rs62505367_T_2,0.012141317966311828
rs7730878_A_2,0.011794631040466234
rs10842996_T_2,0.01172889905974764
rs4918072_G_2,0.011539355379575893
rs12446021_G_1,0.011528845501767979
rs2577254_T_0,0.01132536393431362
rs1189320_G_1,0.010661781856348904
rs10881263_G_1,0.00978749757777946
rs2736100_A_0,0.009621544059969286
rs6499642_C_1,0.008170460245729014
rs601878_C_1,0.007653387217843575
rs3131520_C_1,0.007528587667082498
rs11102362_G_1,0.006970221434293614
rs17616659_G_2,0.006871538723590418
rs55682827_C_1,0.006685154495136716
rs6970647_T_1,0.006622718092723227
rs2736100_A_1,0.006512440248342099
rs17019820_A_1,0.006428869449327152
rs4077759_T_1,0.005917896353182975
rs302837_A_0,0.005638701291210831
rs10748858_T_2,0.005477871466357188
rs1496725_A_2,0.005456593834486202
rs56387623_T_1,0.005422448066869536
rs4960330_T_1,0.005268516430509603
rs10783497_A_2,0.005252672815546271
rs3744761_C_1,0.005220663292175493
rs3744761_C_2,0.005209477789320338
rs68170294_G_1,0.00520025987100022
rs11191865_G_2,0.005140481520537297
rs1123573_A_1,0.0049471022329484055
rs34825924_G_2,0.004892858383902429
rs2067832_G_2,0.0048439423302606725
rs68170294_G_2,0.004524373087740383
rs1851741_G_1,0.004487948946675909
rs1189320_G_2,0.004134471657845595
rs3829223_C_1,0.004004751230887357
rs4680134_C_2,0.0037999768421052866
rs10776482_A_1,0.0037345045397803103
rs2609255_T_2,0.003641200704574962
rs7725218_G_2,0.0035415820813234347
rs3778337_G_2,0.0034973234078992913
rs55682827_C_2,0.003496135671240485
rs7041597_T_2,0.003284059139744616
rs56744128_A_2,0.003283654595606186
rs1496725_A_1,0.003243933948087586
rs469942_C_2,0.003232488511684765
rs7934606_C_2,0.003119283548437553
rs2361278_T_2,0.0029687219861658553
rs10886437_C_2,0.0029431318094448318
rs17616659_G_1,0.002826040897027401
rs7942850_T_1,0.0027967838731492783
rs1422506_G_1,0.002647421007270626
rs7122936_A_2,0.0025651331396749372
rs78288787_C_2,0.002553979651074546
rs10886437_C_1,0.0025290087685219355
rs72762052_C_2,0.002502603832260116
rs3887876_C_2,0.0022677935606492997
predicted_risk,0.0022022893845370433
rs6491201_C_2,0.002146848672809895
rs2577254_T_1,0.0019563593677637287
rs1423029_A_1,0.0018832276158239386
rs12928193_G_2,0.0018329354947109258
rs2228972_G_2,0.0017969744868955304
rs12975986_C_2,0.0017699582751041596
rs62505367_T_1,0.001737759386191394
rs1278769_G_2,0.001664497427599743
rs4727443_C_2,0.0016423190449289951
rs17019820_A_2,0.0016413709593075317
rs2071627_C_2,0.0016208367939374929
rs2034650_A_2,0.001593155159135066
rs1015097_A_1,0.0015719045494307245
rs10881263_G_2,0.0015437741796338574
rs6970647_T_0,0.0015112169800160485
rs664034_T_2,0.0015063203576406458
rs4680134_C_1,0.0014746755224373492
rs5743890_T_2,0.0014567762341288128
rs2228972_G_1,0.0014538047782934678
rs708686_C_2,0.0014463163367607755
rs2726049_A_1,0.0014420358341781453
rs3778337_G_1,0.0014366635328767825
rs1123573_A_2,0.0013919839947035691
rs2361278_T_1,0.0013904096657510981
rs74490361_T_2,0.0013725758955878329
rs5743890_T_1,0.0013486837081748543
rs169889_A_2,0.00133957599579716
rs469942_C_1,0.0013351917757881567
rs10484326_T_1,0.0013149303231146314
rs756345_G_2,0.0012806816974948773
rs13183751_G_2,0.0012749303991801718
rs2076295_T_1,0.00117201282770171
rs41482151_C_2,0.0011194170124473244
rs78288787_C_1,0.001099236678066249
rs55672765_C_2,0.0010784115254988836
rs72762052_C_1,0.0010698918075249656
rs616768_G_1,0.0010664348853578899
rs56744128_A_1,0.0010656673238148284
rs12928193_G_1,0.00105261116286821
rs66884960_C_2,0.0010343533322562865
rs10776482_A_2,0.0010240009743440121
rs302837_A_1,0.0009597449380709308
rs4918072_G_1,0.0009557818963392889
rs11264306_A_1,0.000931005006627514
rs12422371_C_1,0.000896167784095663
rs616768_G_0,0.0008787381276398405
rs7725218_G_1,0.0008781570141811012
rs1479945_C_2,0.0008669858409459096
rs2857476_C_2,0.0008062108900111309
rs4077759_T_0,0.0008031703355475259
rs2353082_C_2,0.0007556921762597202
rs4960330_T_2,0.0007547896866633508
rs3130157_G_1,0.0007422829515038661
rs76931164_T_2,0.0007230875802479114
rs11102362_G_0,0.0007187071854954684
rs4672388_T_1,0.000717391145564442
rs1669778_T_2,0.0007152963020380582
rs2109069_G_1,0.0007085228223474964
rs699240_T_2,0.0006923413967385499
rs12713927_G_2,0.000670054133339799
rs56387623_T_2,0.0006609168260917515
rs10748858_T_0,0.000627747611086247
rs1851741_G_0,0.0006187520253295502
rs56184452_G_1,0.000609738500468371
rs918174_T_1,0.0005907712198511432
rs2375892_T_1,0.0005706321333681307
rs4672388_T_2,0.0005608048302925197
rs11191865_G_0,0.0005394778389915669
rs756345_G_1,0.0005370590932456357
rs12422371_C_2,0.0005044090115490521
rs7952154_C_2,0.0005032553429936406
rs10422762_A_1,0.0004883871877819942
rs11680126_C_1,0.0004701720954949876
rs3778337_G_0,0.00046247064202145405
rs7952154_C_1,0.0004511904328422107
rs12713927_G_1,0.00044390876371224364
rs4960330_T_0,0.00043991657139386586
rs4077759_T_2,0.00043724535348789906
rs1479945_C_1,0.00041678641774559933
rs699240_T_1,0.000398221516455628
rs4727443_C_0,0.00038919789651943376
rs1669778_T_1,0.0003837830619324394
rs169889_A_1,0.00037325518929398637
rs7934606_C_1,0.0003676834272264655
rs601878_C_2,0.00036681512691421654
rs10422762_A_0,0.00035938050530246536
rs16837903_G_2,0.000339107442282073
rs10518693_C_2,0.0003018003895804525
rs62112917_C_2,0.0002968711884727405
rs11083093_G_1,0.0002852110311545355
rs7730878_A_1,0.0002752198013116877
rs2109069_G_2,0.0002720914756438533
rs923077_A_1,0.0002681200849254578
rs17690703_C_2,0.00026748105952165016
rs5743894_T_2,0.0002619514007448673
rs2609260_T_2,0.00025892744570232454
rs10748858_T_1,0.0002446272196320328
rs3750920_C_0,0.00024273380508696101
