feature,importance
predicted_risk,1.0081087188706483
rs2076295_T_1,0.09632712694411627
rs3750920_C_0,0.09331372377557194
rs56111559_G_2,0.07723226800542392
rs41482151_C_2,0.0546430596781846
rs56111559_G_1,0.053331916561124286
rs34547036_C_1,0.046614158121971436
rs10881263_G_1,0.03810967806712412
rs73997403_C_1,0.03360257232683722
rs10748858_T_1,0.030833756403853885
rs302837_A_1,0.028267867774402215
rs756345_G_1,0.02245064445336234
rs17019820_A_1,0.02065147799548453
rs10881263_G_2,0.01896682143878231
rs34547036_C_2,0.017231254134285275
rs7547997_G_2,0.015605561541793793
rs11264306_A_1,0.014549582852434968
rs12422371_C_1,0.014174503705959983
rs699240_T_2,0.013410709343952746
rs11264306_A_2,0.012925300280361153
rs1422506_G_2,0.01170293649533454
rs3131520_C_1,0.011174172742946296
rs11102362_G_2,0.010580751048649119
rs41482151_C_1,0.010325856621735682
rs7725218_G_2,0.00972826081878218
rs415430_T_2,0.009064526403154192
rs56387623_T_1,0.008722523536460454
rs2228972_G_0,0.007753090360152369
rs4960330_T_2,0.0076650504768004425
rs73409602_C_1,0.007267544735653005
rs469942_C_0,0.007215759228537891
rs2726049_A_0,0.00687424371551591
rs10484326_T_2,0.006530619929180757
rs918174_T_1,0.005748054087182884
rs169889_A_0,0.005443620381150839
rs16837903_G_1,0.0048044053967489465
rs7730878_A_2,0.004564089067581772
rs10748858_T_2,0.004461129954867927
rs2076295_T_0,0.004391852228149871
rs10842996_T_1,0.004277106153545803
rs7547997_G_1,0.0041462383937909625
rs616768_G_0,0.0038048717520301266
rs699240_T_1,0.0036847861263622898
rs66884960_C_1,0.0035122434526608935
rs1123573_A_0,0.0034311240623742245
rs10422762_A_2,0.0032324347627235525
rs75764565_C_1,0.003205566444238075
rs17616659_G_1,0.0030939937871727876
rs35677769_G_1,0.0029416015635261613
rs76160568_A_1,0.00285647776640619
rs9397724_G_2,0.002804002972550084
rs4960330_T_0,0.0024463766162253113
rs9397724_G_1,0.0023682888337239302
rs10484326_T_0,0.002236170598656903
rs17007563_C_1,0.0018814402453824386
rs4680134_C_0,0.0016263492874775058
rs415430_T_0,0.0014170907178637025
rs9577395_C_0,0.001113423693207676
rs151036604_T_1,0.001092266371603824
rs62505367_T_1,0.000739005763591114
rs6499642_C_1,0.000610146546842578
rs664034_T_2,0.000498250562659737
rs35677769_G_2,0.0004838596995965283
rs10484326_T_1,0.0004759674946911982
rs12626788_C_1,0.0004381625711705981
rs6970647_T_1,0.0004117822203187309
rs2067832_G_1,0.00039602825667001747
rs1496725_A_1,0.0003928023408197123
rs11102362_G_1,0.00037580384690097526
rs3887876_C_2,0.00034412153119454887
rs325093_T_1,0.0003317201386582346
rs12713927_G_0,0.0003294573150988646
rs302837_A_2,0.000304383612614061
rs12422371_C_2,0.0002921580350258307
rs2071627_C_2,0.0002696179210742745
rs6970647_T_2,0.00026316542476142486
rs2726049_A_1,0.00021827280393330772
rs9931202_G_1,0.00021191049517641826
rs10842996_T_2,0.00019728437872915922
rs9931202_G_2,0.00018929129032105963
rs2353082_C_1,0.0001776697682091483
rs7547997_G_0,0.00016496708354706843
rs7725218_G_1,0.0001648701857643178
rs6899532_G_1,0.00016339742775211058
rs302837_A_0,0.00013287071854695002
rs10776482_A_2,0.00013032070639326337
rs1189320_G_1,0.00012775980472928713
rs1981997_G_2,0.00010435062504735628
rs73997403_C_2,0.0001043121709859895
rs7952154_C_1,6.330634897507892e-05
rs7952154_C_2,5.8924291475289224e-05
rs5743890_T_1,5.289663223741067e-05
rs1278769_G_0,2.3000581999175538e-05
rs114064385_G_1,1.4554138746402407e-05
rs12275748_C_1,0.0
rs12275748_C_2,0.0
rs664034_T_0,0.0
