feature,importance
rs4918072_G_1,0.029174488337785142
rs10886437_C_2,0.02480079928186117
rs9577395_C_2,0.023110888729644882
rs79242376_G_1,0.018415462066193915
rs56111559_G_2,0.018279488044023337
rs9577395_C_1,0.01740223273965598
rs79242376_G_2,0.016486061460621596
rs56111559_G_1,0.015459860533645625
rs56744128_A_2,0.013275858514447545
rs10886437_C_1,0.012371707956846674
rs893889_G_2,0.012205836044510874
rs11154034_T_2,0.01173137185880202
rs56744128_A_1,0.011631734353034771
rs10748858_T_1,0.010913065375527095
rs4918072_G_2,0.010604897297107356
rs11154034_T_1,0.010260918481475341
rs893889_G_1,0.009734118931513687
rs11264306_A_1,0.009267651775200917
rs10783497_A_2,0.009230466354662431
rs62505367_T_1,0.009000717780283914
rs10783497_A_1,0.00794957375009507
rs5743894_T_1,0.007602655085791753
rs1488496_C_1,0.0068821714649977914
rs169889_A_0,0.006813248243287931
rs12275748_C_1,0.0067070273151601245
rs469942_C_1,0.006538241724577736
rs5743894_T_2,0.006532405691711175
rs1488496_C_2,0.006419785891182009
rs918174_T_2,0.006235497119725489
rs12275748_C_2,0.006173543851907408
rs17019820_A_1,0.006039878285208005
rs2353082_C_2,0.0060249538835864406
rs1496725_A_1,0.005792689090088772
rs7041597_T_2,0.005767691657303731
rs2228972_G_2,0.005591493475704979
rs17019820_A_2,0.005501456977870495
rs10881263_G_2,0.0052363498975839355
rs12446021_G_1,0.0052270006709826625
rs10484326_T_1,0.005041425660353432
rs2361278_T_2,0.004859553521603827
rs2071627_C_2,0.00480810351535858
rs55682827_C_2,0.004793811853408753
rs1278769_G_2,0.004737188313597215
rs55682827_C_1,0.00460073329281032
rs12975986_C_1,0.004420561876807785
rs2228972_G_1,0.004366962406565656
rs2109069_G_2,0.00436615455541795
rs616768_G_1,0.004339759114065204
rs601878_C_1,0.004282066551040152
rs7122936_A_2,0.004233377437388529
rs34547036_C_1,0.004172919098718211
rs11264306_A_2,0.004046633415275008
rs4960330_T_2,0.003927740500178386
rs35705950.1_G_2,0.003806515318908435
rs34625679_T_1,0.003721036722012639
rs12446021_G_2,0.003655130920654843
rs10881263_G_1,0.003608577618864489
rs34547036_C_2,0.0035869500797091397
rs12422371_C_1,0.003475397714834602
rs708686_C_1,0.0034586455152444606
rs12422371_C_2,0.003441807738468689
rs4680134_C_1,0.0033876347714351905
rs7730878_A_1,0.0033646728815132864
rs7547997_G_1,0.00336344019071475
rs12610495_A_2,0.0032941544777680474
rs10484326_T_2,0.0032901549962471217
rs3778337_G_2,0.0032692777144775463
rs756345_G_0,0.003266613474197118
rs7041597_T_1,0.0032502979796048535
rs2076295_T_1,0.0032396913104339557
rs12626788_C_1,0.0032375413249714543
rs4672388_T_1,0.003236644543691065
rs6491201_C_2,0.0031721001048446323
rs12928193_G_1,0.003167118637735932
rs469942_C_0,0.003126834569340103
rs17690703_C_2,0.0031166250867070977
rs923077_A_2,0.0030769788898305193
rs2071627_C_1,0.003028481383322445
rs1422506_G_2,0.003013837772478327
rs7952154_C_1,0.002938132722420701
