feature,importance
rs10886437_C_2,0.016490438409122232
rs4918072_G_1,0.01561713838015494
rs9577395_C_2,0.012432459211663315
rs79242376_G_1,0.012032632333468126
rs56111559_G_2,0.011065118857635243
rs56111559_G_1,0.009930407494296417
rs56744128_A_2,0.009676182602901253
rs79242376_G_2,0.009675429550503583
rs10886437_C_1,0.009415227201412139
rs9577395_C_1,0.00916563615384848
rs11154034_T_2,0.00870753768401219
rs4918072_G_2,0.008637668940587323
rs56744128_A_1,0.008392794264798433
rs10748858_T_1,0.008096218437479456
rs11154034_T_1,0.008004259345015993
rs11264306_A_1,0.007949981537507983
rs893889_G_2,0.007620923134054831
rs62505367_T_1,0.007292887034515121
rs893889_G_1,0.0058929797293488465
rs1496725_A_1,0.0053621206127497075
rs10783497_A_2,0.005343500812534618
rs7041597_T_2,0.005140508246630447
rs5743894_T_1,0.005042035328521976
rs5743894_T_2,0.0049729125812538804
rs2353082_C_2,0.004769853641330954
rs918174_T_2,0.004679200656838573
rs10783497_A_1,0.004542563425594154
rs17019820_A_1,0.004486812962677675
rs1278769_G_2,0.004445722388253758
rs469942_C_1,0.004300619048072643
rs2071627_C_2,0.004197184023850752
rs10881263_G_2,0.004194099990178816
rs12446021_G_1,0.004115933208243497
rs2228972_G_2,0.004076443716746976
rs601878_C_1,0.003951598400171489
rs17019820_A_2,0.003921682828915555
rs7122936_A_2,0.0036177289968385693
rs169889_A_0,0.0035841515828528227
rs10484326_T_1,0.003438249414874818
rs1488496_C_1,0.0034379009270111825
rs2228972_G_1,0.003376691308260026
rs12275748_C_1,0.0033534241010807595
rs1488496_C_2,0.0033441177657491123
rs12275748_C_2,0.0032983705261915787
rs35705950.1_G_2,0.0032549116259864884
rs10881263_G_1,0.0031510328198081426
rs7730878_A_1,0.0029928437990829593
rs55682827_C_2,0.002983403063293561
rs2361278_T_2,0.0029510515416676063
rs12975986_C_1,0.0029498330496412237
rs2109069_G_2,0.0029114439910004294
rs34547036_C_1,0.0028036258340302374
rs11264306_A_2,0.002789746153835915
rs55682827_C_1,0.002781595105492128
rs2076295_T_1,0.002720137414824817
rs616768_G_1,0.002665855018766264
rs12422371_C_1,0.0025833109941320173
rs2071627_C_1,0.0025119663407601757
rs4960330_T_2,0.0024899679078974387
rs169889_A_1,0.002463458069339458
rs2736100_A_1,0.0023611128510285244
rs34625679_T_1,0.0022245759810700753
rs923077_A_2,0.0022047065559745835
rs10484326_T_2,0.002180994899532185
rs6491201_C_2,0.0021592360760577683
rs601878_C_2,0.0021403867294667463
rs4672388_T_1,0.002118483592361695
rs7547997_G_1,0.0021148184129310193
rs12446021_G_2,0.002106580743271123
rs1422506_G_2,0.002047659156038894
rs34625679_T_2,0.001940481155179501
rs12610495_A_2,0.0019335761499831123
rs1278769_G_1,0.0018807408414659077
rs12928193_G_1,0.001864042554524319
rs918174_T_1,0.0018577177228784913
rs7041597_T_1,0.0018352464619708474
rs708686_C_1,0.001831100370125863
rs35705950.1_G_1,0.0018160124935660078
rs756345_G_0,0.0017932713455271632
rs34547036_C_2,0.0017843160900518414
rs76160568_A_2,0.001694337227837662
rs923077_A_1,0.001665521652945535
rs10886437_C_0,0.001655622001978221
rs1015097_A_1,0.001641500574883044
rs76160568_A_1,0.0015884376020847749
rs12713927_G_2,0.001561836545329354
rs2109069_G_1,0.0015361604296118515
rs302837_A_2,0.001535645779634484
rs1496725_A_2,0.0015344959813337407
rs35677769_G_2,0.001489761086268928
rs302837_A_1,0.0014787408172159083
rs4680134_C_1,0.0014784289363948314
rs616768_G_2,0.0014722572631806201
rs1015097_A_2,0.0014701601246871335
rs3778337_G_2,0.0014406807509239454
rs72722911_G_2,0.0014328447817959066
rs62505367_T_2,0.0014218031364420511
rs12713927_G_0,0.0013504875289098602
rs12928193_G_2,0.0013399998301851792
rs10776482_A_2,0.0013199977653246277
rs12422371_C_2,0.001315817462373055
rs7547997_G_2,0.0013028170300155874
rs7122936_A_1,0.0013016114524517588
rs699240_T_0,0.001282385514462264
rs117427783_T_1,0.0012597453614152957
rs2076295_T_0,0.001236641467029419
rs17616659_G_1,0.0012238705123718652
rs10748858_T_2,0.0012106649889577325
rs4680134_C_2,0.0012034432089293595
rs12610495_A_1,0.0011985433760977235
rs3131520_C_1,0.0011726971213443643
rs41482151_C_2,0.0011588481685725351
rs72722911_G_1,0.0011136124489522722
rs6970647_T_2,0.0011108055471107487
rs1422506_G_0,0.0011052678360892745
rs469942_C_0,0.001095484870895029
rs1422506_G_1,0.001088986048023335
rs12626788_C_1,0.0010821350776205163
rs4960330_T_0,0.001077482611887847
rs7942850_T_2,0.0010766141904220447
rs2361278_T_1,0.001074970966122252
rs2067832_G_0,0.001065573427432184
rs10881263_G_0,0.0010608458929606992
rs17690703_C_2,0.0010600282362669875
rs68170294_G_2,0.0010564176925524059
rs2353082_C_1,0.001038345943900729
rs3887876_C_2,0.0010380944907499156
rs28703652_G_0,0.0010292287599643235
rs708686_C_2,0.0010290611799643867
rs45619034_G_1,0.0010289562705346085
rs1496725_A_0,0.001015731439386358
rs4727443_C_1,0.001007719998104484
rs3131520_C_0,0.0010037454369473623
rs2577254_T_1,0.0009889171130992662
rs12658068_G_2,0.0009827647141186695
rs2067832_G_1,0.0009677417768913829
rs3829223_C_2,0.000967495098127932
rs1479945_C_1,0.0009653260738938693
rs56184452_G_1,0.0009448015293406812
rs7952154_C_1,0.0009432046668066367
rs7730878_A_2,0.0009229291148552928
rs169889_A_2,0.000921731210226765
rs2857476_C_2,0.0008892429003764347
rs2076295_T_2,0.0008890922590487938
rs1189320_G_2,0.0008887800492097931
rs45619034_G_2,0.0008823246592257991
rs2726049_A_2,0.0008646528932818276
rs2736100_A_0,0.0008600906847757508
rs11154034_T_0,0.0008506234193288919
rs56184452_G_2,0.0008433491072248136
rs72762052_C_1,0.0008295144773425742
rs34825924_G_1,0.0008284624847080932
rs35677769_G_1,0.0008266660337188056
rs1479945_C_2,0.00082525034106271
rs2726049_A_0,0.0008214765455526935
rs10776482_A_1,0.0008170380778496919
rs5743890_T_2,0.0008048336920224949
rs2577254_T_0,0.0008044111156846478
rs2067832_G_2,0.0008012449592196033
rs2726049_A_1,0.000799642584143371
rs34825924_G_2,0.0007818495898207684
rs1278769_G_0,0.000775667132343423
rs10518693_C_1,0.0007725871111250652
rs12975986_C_2,0.0007673255956570512
rs62505367_T_0,0.0007666743855625009
rs62112917_C_2,0.0007619261905189688
rs3130157_G_2,0.0007588861328294108
rs1189320_G_1,0.0007496864296132344
rs699240_T_1,0.000746251150653536
rs72762052_C_2,0.0007425908296085742
rs9397724_G_1,0.0007363874556451454
rs1423029_A_1,0.0007315518088342376
rs2609255_T_1,0.0007239437344720352
rs61867586_C_1,0.0007236042004453783
rs2857476_C_1,0.0007214561206124835
rs71389435_C_2,0.0007127675433769421
rs4960330_T_1,0.0007096971344534126
rs9931202_G_2,0.0007082556479762506
rs55672765_C_2,0.000703191621034478
rs6970647_T_0,0.0006981257275711497
rs7952154_C_2,0.0006941482599113778
rs7942850_T_1,0.0006931778270201076
rs11264306_A_0,0.0006832819716886222
rs1851741_G_0,0.0006814777417249366
rs2353082_C_0,0.0006810635186523497
rs10422762_A_2,0.0006762688570770805
rs3778337_G_0,0.0006712265758335637
rs13183751_G_2,0.0006708955094519429
rs12713927_G_1,0.0006673780708731303
rs17372089_A_2,0.0006613315627614925
rs3778337_G_1,0.0006537930902897343
rs2034650_A_2,0.0006464976358011337
rs11680126_C_2,0.0006448304316494303
rs17616659_G_2,0.0006405372544277156
rs756345_G_1,0.0006393783805501848
rs73409602_C_1,0.0006329615290664158
rs4077759_T_2,0.0006307888701765268
rs7730878_A_0,0.0006245584426508981
rs78288787_C_2,0.0006219307785486189
rs7942850_T_0,0.000620749274979967
rs756345_G_2,0.000620669895789933
rs4918072_G_0,0.0006190278267851532
rs10842996_T_2,0.0006102361402056558
predicted_risk,0.0006090976067097633
rs11191865_G_0,0.0006070266333538147
rs415430_T_2,0.0006049708242280908
rs10422762_A_0,0.0006024651436284555
rs11191865_G_1,0.0006020344183499748
rs7041597_T_0,0.0005991032473613654
rs11102362_G_2,0.0005979398718169167
rs616768_G_0,0.0005959999498881767
rs12626788_C_2,0.0005943126629348905
rs3829223_C_1,0.0005927049497539186
rs10422762_A_1,0.0005904816126100821
