target_name,repeat,split_seed,model,n_test,n_pos_test,auc,partial_auc_fpr_0_05_raw,average_precision
FILD or FILA ADJUDICATED,1,171039839,zebra,7730,163,0.8378631464844525,0.018835661140843233,0.2770851117299747
FILD or FILA ADJUDICATED,1,171039839,genomic,7730,163,0.5460803732059045,0.0017651718269755424,0.02611473424960807
FILD or FILA ADJUDICATED,1,171039839,combined,7730,163,0.8363162294139633,0.019605592899747934,0.30281130611627105
FILD or FILA ADJUDICATED,2,1761127537,zebra,7730,163,0.8504221186439992,0.020045264350128624,0.26940864327109404
FILD or FILA ADJUDICATED,2,1761127537,genomic,7730,163,0.560193153837984,0.0027532367293892353,0.03106424719872075
FILD or FILA ADJUDICATED,2,1761127537,combined,7730,163,0.8399119197743511,0.01663661474873543,0.1912106016942878
FILD or FILA ADJUDICATED,3,1911455491,zebra,7730,163,0.8432011454320949,0.018445121333267395,0.2541769010572487
FILD or FILA ADJUDICATED,3,1911455491,genomic,7730,163,0.49563936401277425,0.00042706423840683757,0.020416475628712245
FILD or FILA ADJUDICATED,3,1911455491,combined,7730,163,0.8093132839476546,0.017059260382302557,0.1932319994284667
FILD or FILA ADJUDICATED,4,1181887464,zebra,7730,163,0.8580281996171624,0.02065965311114372,0.3176364524871541
FILD or FILA ADJUDICATED,4,1181887464,genomic,7730,163,0.5542479007573246,0.0030435269060604614,0.030545666610746904
FILD or FILA ADJUDICATED,4,1181887464,combined,7730,163,0.8425590289122693,0.013705985223212515,0.16665952835011283
FILD or FILA ADJUDICATED,5,1737722965,zebra,7730,163,0.8340907119304763,0.019726719425078705,0.2731813895699136
FILD or FILA ADJUDICATED,5,1737722965,genomic,7730,163,0.5369253482792979,0.002410531359527688,0.028064889167862116
FILD or FILA ADJUDICATED,5,1737722965,combined,7730,163,0.8143042805335731,0.02015560785814414,0.2933795394676304
FILD or FILA ADJUDICATED,6,1546279869,zebra,7730,163,0.8472962597523475,0.020236196724394993,0.2931772495617724
FILD or FILA ADJUDICATED,6,1546279869,genomic,7730,163,0.5127105830045053,0.0018613676919721654,0.02409694013857236
FILD or FILA ADJUDICATED,6,1546279869,combined,7730,163,0.8226582813167604,0.018603258741338117,0.26896987516023374
FILD or FILA ADJUDICATED,7,1266991036,zebra,7730,163,0.8367443070938471,0.018935910771747846,0.27839934600445304
FILD or FILA ADJUDICATED,7,1266991036,genomic,7730,163,0.532123257184692,0.0016832452179750467,0.026582825496785888
FILD or FILA ADJUDICATED,7,1266991036,combined,7730,163,0.7926798716739865,0.011500493343311003,0.11465170080922517
FILD or FILA ADJUDICATED,8,22197721,zebra,7730,163,0.8443767375454123,0.018519183636406387,0.253524700472906
FILD or FILA ADJUDICATED,8,22197721,genomic,7730,163,0.5675969518923385,0.0024154364162763567,0.030968447176728572
FILD or FILA ADJUDICATED,8,22197721,combined,7730,163,0.8089735783645648,0.01955556942844333,0.27650919779663735
FILD or FILA ADJUDICATED,9,1624159513,zebra,7730,163,0.8392487236718038,0.019034579433948345,0.2744275931629709
FILD or FILA ADJUDICATED,9,1624159513,genomic,7730,163,0.5386708998792787,0.0012665180826335859,0.02369433290395989
FILD or FILA ADJUDICATED,9,1624159513,combined,7730,163,0.833675606301498,0.015742029688160006,0.18139489054637933
FILD or FILA ADJUDICATED,10,2013314989,zebra,7730,163,0.8557824133041354,0.020729134658806686,0.3084155178329771
FILD or FILA ADJUDICATED,10,2013314989,genomic,7730,163,0.599416582010522,0.002701713364698672,0.039651468466435996
FILD or FILA ADJUDICATED,10,2013314989,combined,7730,163,0.7796802551602413,0.009680514601259424,0.1131984234207205
NONFIBROTIC ILD ADJUDICATED,1,1548941013,zebra,7730,18,0.85449443868142,0.007648253803596128,0.012000956868640356
NONFIBROTIC ILD ADJUDICATED,1,1548941013,genomic,7730,18,0.5938652604887045,0.0,0.003139393374892272
NONFIBROTIC ILD ADJUDICATED,1,1548941013,combined,7730,18,0.5737595089903181,0.0010488704472106964,0.0038436545814222838
NONFIBROTIC ILD ADJUDICATED,2,458881722,zebra,7730,18,0.8500641136468419,0.008786451129552791,0.012033086225341974
NONFIBROTIC ILD ADJUDICATED,2,458881722,genomic,7730,18,0.4717323651452282,0.002501152604887045,0.0028719221331269147
NONFIBROTIC ILD ADJUDICATED,2,458881722,combined,7730,18,0.6827310972798525,0.002839730290456432,0.00557960958144741
NONFIBROTIC ILD ADJUDICATED,3,1748078737,zebra,7730,18,0.8482667704011064,0.011188911940986632,0.015450297192455281
NONFIBROTIC ILD ADJUDICATED,3,1748078737,genomic,7730,18,0.4544649031811895,0.0,0.0020857255016103714
NONFIBROTIC ILD ADJUDICATED,3,1748078737,combined,7730,18,0.6838260719225449,0.004302097740894422,0.005622201468853824
NONFIBROTIC ILD ADJUDICATED,4,1228479378,zebra,7730,18,0.8961827166897186,0.013970291609036423,0.02212905673646201
NONFIBROTIC ILD ADJUDICATED,4,1228479378,genomic,7730,18,0.5846300138312587,0.001956546795758414,0.003674354985776012
NONFIBROTIC ILD ADJUDICATED,4,1228479378,combined,7730,18,0.6011266712770862,0.001074804057169203,0.004371459874597887
NONFIBROTIC ILD ADJUDICATED,5,2035203530,zebra,7730,18,0.81739857076994,0.008539361456892578,0.011109178439940854
NONFIBROTIC ILD ADJUDICATED,5,2035203530,genomic,7730,18,0.4586791147994468,0.000880301982480406,0.00290530768577924
NONFIBROTIC ILD ADJUDICATED,5,2035203530,combined,7730,18,0.5987134047948364,0.0033122982941447675,0.00564741824887695
NONFIBROTIC ILD ADJUDICATED,6,954863965,zebra,7730,18,0.8534390848317197,0.008882261410788381,0.012552851962915924
NONFIBROTIC ILD ADJUDICATED,6,954863965,genomic,7730,18,0.49226313969571234,0.00022043568464730288,0.0024258067637484533
NONFIBROTIC ILD ADJUDICATED,6,954863965,combined,7730,18,0.47650847164591975,0.002525645458736745,0.0049607297260519535
NONFIBROTIC ILD ADJUDICATED,7,795042948,zebra,7730,18,0.8516813623789765,0.012262275242047028,0.0189354381648437
NONFIBROTIC ILD ADJUDICATED,7,795042948,genomic,7730,18,0.5292041263254956,0.001084889349930844,0.0027442023850697125
NONFIBROTIC ILD ADJUDICATED,7,795042948,combined,7730,18,0.7497190525587829,0.0068680843706777316,0.00799141720566416
NONFIBROTIC ILD ADJUDICATED,8,1301523287,zebra,7730,18,0.8620728158137392,0.01257563969571231,0.017529820778168427
NONFIBROTIC ILD ADJUDICATED,8,1301523287,genomic,7730,18,0.46290773397879215,0.0015747464269248504,0.002518530764330105
NONFIBROTIC ILD ADJUDICATED,8,1301523287,combined,7730,18,0.6027655313508529,0.0,0.0033005075707524716
NONFIBROTIC ILD ADJUDICATED,9,220165695,zebra,7730,18,0.8480074343015214,0.011527489626556017,0.014621449515085592
NONFIBROTIC ILD ADJUDICATED,9,220165695,genomic,7730,18,0.4991211387736284,0.0,0.0025401497771698383
NONFIBROTIC ILD ADJUDICATED,9,220165695,combined,7730,18,0.73537632549562,0.002712943752881512,0.010133112702247208
NONFIBROTIC ILD ADJUDICATED,10,1872539558,zebra,7730,18,0.8285932457353619,0.01296824573536192,0.01847321225680662
NONFIBROTIC ILD ADJUDICATED,10,1872539558,genomic,7730,18,0.5278786307053942,0.0,0.0026502330382589348
NONFIBROTIC ILD ADJUDICATED,10,1872539558,combined,7730,18,0.682623040571692,0.0038338520055325037,0.005194597494454022
NON FIBROTIC ILA ADJUDICATED,1,1975117437,zebra,7730,46,0.8605543987506508,0.01329979856505896,0.05148855173707475
NON FIBROTIC ILA ADJUDICATED,1,1975117437,genomic,7730,46,0.5265147228572075,0.0019249485096077676,0.01210480360782919
NON FIBROTIC ILA ADJUDICATED,1,1975117437,combined,7730,46,0.5727966638752461,0.002415521807029853,0.008172090666852459
NON FIBROTIC ILA ADJUDICATED,2,32894861,zebra,7730,46,0.8499564312065726,0.008848991693637825,0.03389028318997966
NON FIBROTIC ILA ADJUDICATED,2,32894861,genomic,7730,46,0.49897585044021453,0.0011248670303057738,0.0061835549548841535
NON FIBROTIC ILA ADJUDICATED,2,32894861,combined,7730,46,0.7887422764411651,0.006226942489192677,0.022008085476910386
NON FIBROTIC ILA ADJUDICATED,3,1653617492,zebra,7730,46,0.8572358146798542,0.01177432496661612,0.044757328857838
NON FIBROTIC ILA ADJUDICATED,3,1653617492,genomic,7730,46,0.5197049770273635,7.978181653577175e-05,0.006565113234475536
