target_name,repeat,split_seed,model,feature,mean_abs_shap,n_shap_patients
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs3131520_C_0,0.0011709299020233876,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs3131520_C_1,0.23200487781753898,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs3131520_C_2,0.003467329159722829,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs55993474_A_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs55993474_A_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs55993474_A_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2375892_T_0,0.002483650840595351,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2375892_T_1,0.003659441326286866,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2375892_T_2,0.03962491767359808,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs10881263_G_0,0.0019134334961398163,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs10881263_G_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs10881263_G_2,0.0036909428612358465,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs11102362_G_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs11102362_G_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs11102362_G_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs16837903_G_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs16837903_G_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs16837903_G_2,0.011598762342371824,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs11264306_A_0,0.024268670947545673,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs11264306_A_1,0.00022100732818680085,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs11264306_A_2,0.029551679082330525,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs7547997_G_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs7547997_G_1,0.006537772514762646,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs7547997_G_2,0.00023721621958035469,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs699240_T_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs699240_T_1,0.004859083568787412,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs699240_T_2,0.0032159403986815314,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs114064385_G_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs114064385_G_1,0.008679791461863123,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs114064385_G_2,0.00037213423559126843,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs55682827_C_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs55682827_C_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs55682827_C_2,0.003117226557811347,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs17019820_A_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs17019820_A_1,0.13648073094319157,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs17019820_A_2,0.1547638817772353,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2577254_T_0,0.002098635986741161,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2577254_T_1,0.027602486588891716,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2577254_T_2,0.05131997639966537,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs12710674_C_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs12710674_C_1,0.009855165838981739,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs12710674_C_2,0.011691757080215281,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs77998999_A_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs77998999_A_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs77998999_A_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs6736148_C_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs6736148_C_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs6736148_C_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs4672388_T_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs4672388_T_1,0.25053149967502236,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs4672388_T_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1123573_A_0,0.02300169409987816,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1123573_A_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1123573_A_2,0.00018706939928848037,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs17007563_C_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs17007563_C_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs17007563_C_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs12713927_G_0,0.04118599353220728,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs12713927_G_1,0.0049553774159132175,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs12713927_G_2,0.0003515848776599267,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs11680126_C_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs11680126_C_1,0.0001532583874033905,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs11680126_C_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1669778_T_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1669778_T_1,0.017756935347443662,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1669778_T_2,0.01091128391858321,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1488496_C_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1488496_C_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1488496_C_2,0.008342515608649017,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs56387623_T_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs56387623_T_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs56387623_T_2,0.016793207613382172,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2361278_T_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2361278_T_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2361278_T_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs79252367_G_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs79252367_G_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs79252367_G_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1479945_C_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1479945_C_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1479945_C_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1015097_A_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1015097_A_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1015097_A_2,0.005001354533958583,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs4680134_C_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs4680134_C_1,0.002452729129593478,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs4680134_C_2,0.0009749716303821907,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs76160568_A_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs76160568_A_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs76160568_A_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs10776482_A_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs10776482_A_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs10776482_A_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs56111559_G_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs56111559_G_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs56111559_G_2,0.43860504628189206,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs146764446_A_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs146764446_A_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs146764446_A_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2609255_T_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2609255_T_1,0.10176186799132597,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2609255_T_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2609260_T_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2609260_T_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2609260_T_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs756345_G_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs756345_G_1,0.006079197692264899,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs756345_G_2,0.02092792560155106,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs6532150_G_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs6532150_G_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs6532150_G_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs144128391_T_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs144128391_T_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs144128391_T_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs148877274_T_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs148877274_T_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs148877274_T_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs145802912_A_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs145802912_A_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs145802912_A_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs151036604_T_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs151036604_T_1,0.003791190216686369,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs151036604_T_2,0.002542668969709586,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1422506_G_0,0.05430584189135451,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1422506_G_1,0.004631662479689153,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs1422506_G_2,0.030414048299451664,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs34625679_T_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs34625679_T_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs34625679_T_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs7730878_A_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs7730878_A_1,0.004452928571282023,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs7730878_A_2,0.002301734995802423,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs7725218_G_0,0.0035760545293077608,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs7725218_G_1,0.00332175179673129,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs7725218_G_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2736100_A_0,0.001884157690044822,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2736100_A_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs2736100_A_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs72722911_G_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs72722911_G_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs72722911_G_2,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs77144736_C_0,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs77144736_C_1,0.0,2000
NONFIBROTIC ILD ADJUDICATED,1,283399477,genomic,rs77144736_C_2,0.0,2000
